[2021-12-30 04:42:58,297] Iter: [12700/56000]	Time 0.398 (0.396)	Data 0.006 (0.006)	loss: 0.1798 (0.1429)	lr 0.001
[2021-12-30 04:43:38,028] Iter: [12800/56000]	Time 0.397 (0.398)	Data 0.006 (0.006)	loss: 0.1706 (0.1417)	lr 0.001
[2021-12-30 04:44:17,765] Iter: [12900/56000]	Time 0.398 (0.398)	Data 0.006 (0.006)	loss: 0.1331 (0.1656)	lr 0.001
[2021-12-30 04:44:57,472] Iter: [13000/56000]	Time 0.397 (0.397)	Data 0.006 (0.006)	loss: 0.1109 (0.1482)	lr 0.001
[2021-12-30 04:45:37,162] Iter: [13100/56000]	Time 0.396 (0.397)	Data 0.006 (0.006)	loss: 0.1888 (0.1608)	lr 0.001
[2021-12-30 04:46:16,868] Iter: [13200/56000]	Time 0.394 (0.396)	Data 0.006 (0.006)	loss: 0.07414 (0.1411)	lr 0.001
[2021-12-30 04:46:56,589] Iter: [13300/56000]	Time 0.399 (0.398)	Data 0.006 (0.006)	loss: 0.1658 (0.1639)	lr 0.001
[2021-12-30 04:47:36,297] Iter: [13400/56000]	Time 0.395 (0.396)	Data 0.006 (0.006)	loss: 0.2279 (0.1701)	lr 0.001
[2021-12-30 04:48:16,033] Iter: [13500/56000]	Time 0.397 (0.397)	Data 0.006 (0.006)	loss: 0.1382 (0.1586)	lr 0.001
[2021-12-30 04:48:55,743] Iter: [13600/56000]	Time 0.397 (0.397)	Data 0.006 (0.006)	loss: 0.1354 (0.143)	lr 0.001
[2021-12-30 04:49:35,451] Iter: [13700/56000]	Time 0.399 (0.397)	Data 0.006 (0.006)	loss: 0.1225 (0.1569)	lr 0.001
[2021-12-30 04:50:15,224] Iter: [13800/56000]	Time 0.395 (0.397)	Data 0.006 (0.006)	loss: 0.2164 (0.1466)	lr 0.001
[2021-12-30 04:50:54,956] Iter: [13900/56000]	Time 0.397 (0.398)	Data 0.006 (0.006)	loss: 0.2609 (0.1536)	lr 0.001
[2021-12-30 04:51:34,670] Iter: [14000/56000]	Time 0.400 (0.397)	Data 0.006 (0.006)	loss: 0.1415 (0.1535)	lr 0.001
[2021-12-30 04:51:38,884] Validation Iter: [14000]	Time 0.169 (0.390)	Data 0.019 (0.233)	loss: 0.08646 (0.1377)	
[2021-12-30 04:52:18,592] Iter: [14100/56000]	Time 0.398 (0.396)	Data 0.006 (0.006)	loss: 0.1305 (0.1259)	lr 0.001
